currency_pair,last,lowest_ask,highest_bid,change_percentage,change_utc0,change_utc8,base_volume,quote_volume,high_24h,low_24h,etf_net_value,etf_pre_net_value,etf_pre_timestamp,etf_leverage
OPS_ETH,0.0000003799,0.0000003851,0.0000003744,0.44,-2.66,1.33,8243646.78688244,3.14819925617221648,0.0000003932,0.000000373
ORDI_USDT,61.93,61.98,61.97,2.17,3.57,1.65,107805.87786872,6556948.6232519,63.62,58.16
WINGS_USDT,0,,,0,0,0,0,0,0,0
BMON_ETH,0.0000014,0.00000142,0.00000139,0.71,0,2.94,4297527.98093512,5.9828863699531751,0.00000142,0.00000135
KON_USDT,0.001625,0.001633,0.001617,-4.24,-4.34,-2.57,13451805.627554,23022.375902171,0.001842,0.001565
NBAI_ETH,0,0.00001005,,0,0,0,0,0,0,0
USTC_USDT,0.023692,0.023685,0.023652,-6.67,-2.38,-4.72,14306408.492135,350045.64168776,0.025449,0.023497
SHOPX_ETH,0.00000542,0.00000553,0.00000536,-7.03,-0.73,-0.18,1052092.6421574252,5.814943591747409376,0.00000586,0.00000537
BEPRO_USDT,0.0006208,0.0006248,0.0006184,-4.46,-3.4,-3.69,39887080.181066,25756.669445634,0.000668,0.000619
UNI5L_USDT,0.189131,0.189346,0.189131,-20.92,-4.84,-11.89,4475636.0188,917822.78581549,0.243583,0.177764,0.19008171,0.21282713,1706716800,5.445906432748538
DOGA_USDT,0.013508,0.013516,0.013508,3.65,-0.06,2.99,1819308.6409969,24177.482196373,0.013528,0.012917
F3_USDT,0.023996,0.02402,0.02396,-3.28,-2.05,-1.04,8629267.4495191,210442.41315025,0.025999,0.023
RFT_USDT,0.010483,0.010501,0.0105,-13.22,-1.45,-11.48,1709746.906173,19453.100585784,0.012165,0.010465
POPK_USDT,0.003241,0.00325,0.003229,4.31,-0.52,1.18,5478184.2565418,17802.598320314,0.00352,0.003106
AAVE3L_USDT,0.5332,0.5307,0.5259,-11.38,-7.14,-9.79,3862.411,2181.1005711,0.6017,0.5332,0.52827412,0.59383473,1706716800,2.458310843807027
ALPACA_ETH,0.0000761,0.0000766,0.0000756,-1.93,-1.29,-1.29,84814.5423569434,6.54727679924711482,0.0000781,0.0000757
YGG_TRY,13.46,13.44,13.38,-2.95,-0.95,-1.39,16671.70209527,226405.58656555,13.88,13.1
SYS_USDT,0.11756,0.11778,0.11706,-5.95,-0.85,-2.67,344928.99595965,41498.523667318,0.12607,0.11624
